Município,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Total
411420 MANDAGUARI,173.0,107.0,134.0,105.0,115.0,95.0,101.0,108.0,112.0,76.0,80.0,79.0,62.0,57.0,51.0,61.0,54.0,16.0,1586.0
411430 MANDIRITUBA,77.0,55.0,54.0,51.0,30.0,35.0,54.0,40.0,41.0,47.0,46.0,57.0,50.0,50.0,35.0,55.0,47.0,26.0,850.0
411435 MANFRINOPOLIS,1.0,2.0,3.0,1.0,,,,,2.0,,,,,2.0,,,2.0,,13.0
411440 MANGUEIRINHA,9.0,16.0,17.0,12.0,20.0,12.0,15.0,11.0,11.0,13.0,17.0,8.0,15.0,26.0,26.0,37.0,27.0,27.0,319.0
411450 MANOEL RIBAS,35.0,25.0,16.0,23.0,27.0,29.0,32.0,28.0,35.0,27.0,35.0,31.0,23.0,21.0,17.0,17.0,14.0,10.0,445.0
411460 MARECHAL CANDIDO RONDON,184.0,164.0,192.0,169.0,52.0,87.0,81.0,96.0,81.0,124.0,93.0,71.0,84.0,93.0,86.0,109.0,74.0,29.0,1869.0
411470 MARIA HELENA,44.0,33.0,28.0,31.0,27.0,38.0,32.0,20.0,16.0,16.0,16.0,17.0,15.0,22.0,19.0,13.0,10.0,2.0,399.0
411480 MARIALVA,76.0,59.0,81.0,49.0,58.0,68.0,72.0,71.0,45.0,56.0,65.0,57.0,49.0,58.0,52.0,41.0,29.0,24.0,1010.0
411490 MARILANDIA DO SUL,49.0,44.0,24.0,27.0,35.0,18.0,26.0,25.0,15.0,33.0,17.0,37.0,21.0,18.0,29.0,22.0,27.0,18.0,485.0
411500 MARILENA,16.0,15.0,20.0,14.0,16.0,17.0,12.0,20.0,18.0,17.0,17.0,25.0,34.0,36.0,31.0,35.0,32.0,22.0,397.0
411510 MARILUZ,41.0,37.0,47.0,43.0,50.0,41.0,29.0,28.0,29.0,23.0,28.0,51.0,28.0,12.0,21.0,17.0,10.0,8.0,543.0
411520 MARINGA,1914.0,1826.0,1929.0,1880.0,1810.0,1845.0,2051.0,2267.0,2002.0,1937.0,1696.0,1789.0,1313.0,1341.0,1199.0,985.0,754.0,519.0,29057.0
411530 MARIOPOLIS,3.0,2.0,1.0,6.0,5.0,6.0,5.0,10.0,3.0,12.0,4.0,7.0,2.0,3.0,1.0,2.0,2.0,5.0,79.0
411535 MARIPA,13.0,15.0,16.0,14.0,4.0,4.0,9.0,5.0,5.0,9.0,8.0,8.0,5.0,5.0,3.0,2.0,2.0,3.0,130.0
411540 MARMELEIRO,8.0,13.0,15.0,21.0,7.0,12.0,10.0,4.0,9.0,1.0,14.0,11.0,8.0,7.0,13.0,17.0,14.0,12.0,196.0
411545 MARQUINHO,11.0,10.0,5.0,8.0,16.0,12.0,3.0,5.0,2.0,6.0,6.0,2.0,,,2.0,4.0,9.0,6.0,107.0
411550 MARUMBI,27.0,36.0,36.0,19.0,30.0,40.0,41.0,43.0,38.0,30.0,32.0,37.0,24.0,12.0,22.0,33.0,24.0,20.0,544.0
411560 MATELANDIA,38.0,35.0,50.0,31.0,44.0,30.0,18.0,7.0,25.0,40.0,41.0,33.0,50.0,32.0,49.0,53.0,52.0,27.0,655.0
411570 MATINHOS,31.0,45.0,43.0,49.0,48.0,40.0,53.0,41.0,42.0,43.0,42.0,36.0,37.0,64.0,63.0,70.0,66.0,71.0,884.0
411573 MATO RICO,17.0,16.0,20.0,17.0,8.0,8.0,3.0,15.0,12.0,7.0,7.0,8.0,1.0,10.0,6.0,5.0,6.0,8.0,174.0
411575 MAUA DA SERRA,19.0,28.0,21.0,24.0,22.0,11.0,11.0,18.0,13.0,17.0,21.0,19.0,23.0,14.0,22.0,14.0,15.0,8.0,320.0
411580 MEDIANEIRA,97.0,104.0,89.0,86.0,53.0,44.0,31.0,38.0,50.0,60.0,40.0,44.0,36.0,50.0,66.0,53.0,50.0,38.0,1029.0
411585 MERCEDES,18.0,13.0,7.0,11.0,2.0,1.0,1.0,3.0,8.0,10.0,2.0,17.0,5.0,4.0,6.0,5.0,2.0,11.0,126.0
411590 MIRADOR,6.0,6.0,3.0,9.0,2.0,9.0,9.0,7.0,7.0,8.0,3.0,3.0,10.0,12.0,5.0,3.0,9.0,8.0,119.0
411600 MIRASELVA,5.0,3.0,1.0,,6.0,2.0,7.0,7.0,2.0,4.0,1.0,2.0,3.0,,1.0,2.0,2.0,2.0,50.0
411605 MISSAL,24.0,13.0,19.0,21.0,24.0,14.0,1.0,3.0,5.0,3.0,2.0,,6.0,6.0,3.0,,2.0,1.0,147.0
411610 MOREIRA SALES,35.0,17.0,31.0,49.0,39.0,43.0,45.0,65.0,28.0,44.0,33.0,63.0,46.0,55.0,55.0,37.0,17.0,29.0,731.0
411620 MORRETES,30.0,15.0,14.0,25.0,16.0,12.0,23.0,19.0,5.0,33.0,43.0,30.0,34.0,41.0,19.0,24.0,20.0,39.0,442.0
411630 MUNHOZ DE MELO,13.0,9.0,8.0,7.0,6.0,13.0,12.0,5.0,4.0,4.0,7.0,17.0,9.0,8.0,13.0,19.0,23.0,15.0,192.0
411640 NOSSA SENHORA DAS GRACAS,9.0,8.0,8.0,7.0,15.0,5.0,5.0,1.0,9.0,7.0,13.0,7.0,13.0,40.0,31.0,21.0,30.0,23.0,252.0
411650 NOVA ALIANCA DO IVAI,2.0,5.0,3.0,3.0,1.0,3.0,1.0,,1.0,6.0,2.0,3.0,2.0,3.0,7.0,5.0,4.0,2.0,53.0
411660 NOVA AMERICA DA COLINA,9.0,5.0,4.0,6.0,4.0,3.0,3.0,1.0,,,,2.0,2.0,4.0,3.0,5.0,8.0,5.0,64.0
411670 NOVA AURORA,18.0,13.0,34.0,37.0,20.0,22.0,18.0,14.0,29.0,25.0,13.0,20.0,13.0,16.0,26.0,22.0,21.0,11.0,372.0
411680 NOVA CANTU,6.0,8.0,5.0,7.0,3.0,13.0,11.0,14.0,5.0,2.0,6.0,9.0,3.0,14.0,11.0,1.0,,1.0,119.0
411690 NOVA ESPERANCA,85.0,63.0,78.0,65.0,53.0,41.0,54.0,46.0,43.0,29.0,31.0,32.0,48.0,78.0,75.0,76.0,105.0,67.0,1069.0
411695 NOVA ESPERANCA DO SUDOESTE,13.0,14.0,7.0,8.0,7.0,6.0,9.0,3.0,3.0,3.0,6.0,4.0,5.0,4.0,3.0,2.0,15.0,8.0,120.0
411700 NOVA FATIMA,47.0,30.0,32.0,44.0,27.0,23.0,18.0,21.0,16.0,15.0,17.0,17.0,11.0,15.0,7.0,22.0,29.0,17.0,408.0
411705 NOVA LARANJEIRAS,18.0,14.0,16.0,20.0,11.0,13.0,14.0,3.0,6.0,3.0,6.0,1.0,2.0,10.0,3.0,3.0,5.0,3.0,151.0
411710 NOVA LONDRINA,30.0,29.0,40.0,55.0,59.0,42.0,32.0,30.0,45.0,33.0,44.0,43.0,28.0,45.0,58.0,38.0,21.0,30.0,702.0
411720 NOVA OLIMPIA,43.0,36.0,46.0,33.0,24.0,25.0,18.0,13.0,17.0,18.0,19.0,13.0,12.0,13.0,10.0,7.0,2.0,2.0,351.0
411721 NOVA SANTA BARBARA,14.0,12.0,13.0,12.0,13.0,13.0,8.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,6.0,7.0,119.0
411722 NOVA SANTA ROSA,18.0,10.0,12.0,16.0,10.0,7.0,13.0,6.0,12.0,11.0,11.0,12.0,25.0,8.0,10.0,13.0,12.0,14.0,220.0
411725 NOVA PRATA DO IGUACU,15.0,12.0,8.0,15.0,7.0,7.0,4.0,,6.0,4.0,6.0,7.0,3.0,7.0,8.0,6.0,12.0,6.0,133.0
411727 NOVA TEBAS,24.0,20.0,30.0,15.0,16.0,26.0,18.0,21.0,18.0,26.0,22.0,19.0,22.0,26.0,23.0,13.0,22.0,18.0,379.0
411729 NOVO ITACOLOMI,16.0,7.0,10.0,11.0,8.0,13.0,5.0,10.0,10.0,5.0,8.0,3.0,5.0,1.0,4.0,7.0,5.0,3.0,131.0
411730 ORTIGUEIRA,64.0,68.0,67.0,85.0,52.0,60.0,55.0,44.0,46.0,62.0,72.0,69.0,46.0,50.0,59.0,60.0,57.0,37.0,1053.0
411740 OURIZONA,12.0,11.0,19.0,14.0,16.0,17.0,8.0,6.0,6.0,9.0,10.0,6.0,3.0,11.0,17.0,5.0,10.0,17.0,197.0
411745 OURO VERDE DO OESTE,18.0,6.0,4.0,12.0,5.0,6.0,2.0,,,1.0,7.0,1.0,2.0,3.0,5.0,5.0,4.0,4.0,85.0
411750 PAICANDU,110.0,84.0,128.0,92.0,122.0,126.0,105.0,127.0,81.0,61.0,79.0,82.0,87.0,68.0,54.0,115.0,67.0,39.0,1627.0
411760 PALMAS,60.0,18.0,54.0,24.0,20.0,24.0,7.0,40.0,44.0,73.0,58.0,76.0,54.0,65.0,39.0,54.0,51.0,37.0,798.0
411770 PALMEIRA,19.0,22.0,13.0,14.0,12.0,21.0,9.0,13.0,25.0,44.0,73.0,89.0,89.0,64.0,36.0,51.0,61.0,87.0,742.0
411780 PALMITAL,50.0,38.0,49.0,47.0,45.0,46.0,21.0,8.0,5.0,30.0,33.0,27.0,19.0,18.0,22.0,25.0,17.0,15.0,515.0
411790 PALOTINA,33.0,17.0,39.0,43.0,34.0,23.0,43.0,42.0,24.0,39.0,41.0,36.0,39.0,24.0,10.0,16.0,16.0,19.0,538.0
411800 PARAISO DO NORTE,22.0,30.0,18.0,26.0,15.0,22.0,19.0,17.0,28.0,20.0,20.0,31.0,21.0,34.0,32.0,17.0,30.0,17.0,419.0
411810 PARANACITY,12.0,12.0,20.0,15.0,21.0,21.0,19.0,10.0,20.0,22.0,13.0,11.0,18.0,46.0,69.0,61.0,40.0,36.0,466.0
411820 PARANAGUA,138.0,111.0,148.0,143.0,121.0,93.0,131.0,129.0,94.0,117.0,144.0,142.0,94.0,125.0,114.0,92.0,121.0,122.0,2179.0
411830 PARANAPOEMA,1.0,5.0,7.0,7.0,2.0,10.0,7.0,6.0,4.0,1.0,7.0,2.0,1.0,8.0,3.0,4.0,6.0,5.0,86.0
411840 PARANAVAI,156.0,165.0,167.0,157.0,177.0,157.0,118.0,181.0,198.0,170.0,177.0,196.0,128.0,129.0,87.0,73.0,78.0,65.0,2579.0
411845 PATO BRAGADO,10.0,8.0,7.0,11.0,4.0,8.0,4.0,6.0,2.0,,1.0,5.0,1.0,,4.0,2.0,,,73.0
411850 PATO BRANCO,43.0,85.0,91.0,61.0,39.0,44.0,42.0,47.0,61.0,56.0,65.0,61.0,66.0,67.0,50.0,78.0,83.0,72.0,1111.0
411860 PAULA FREITAS,8.0,10.0,6.0,8.0,6.0,10.0,13.0,10.0,11.0,3.0,9.0,16.0,24.0,10.0,16.0,31.0,19.0,15.0,225.0
411870 PAULO FRONTIN,5.0,16.0,10.0,12.0,21.0,19.0,22.0,18.0,22.0,36.0,19.0,16.0,17.0,22.0,17.0,15.0,20.0,13.0,320.0
411880 PEABIRU,38.0,29.0,42.0,33.0,35.0,22.0,29.0,29.0,19.0,12.0,10.0,19.0,24.0,31.0,32.0,23.0,26.0,16.0,469.0
411885 PEROBAL,17.0,3.0,10.0,11.0,10.0,6.0,7.0,10.0,8.0,12.0,12.0,12.0,14.0,18.0,16.0,17.0,14.0,9.0,206.0
411890 PEROLA,36.0,34.0,58.0,61.0,55.0,40.0,50.0,53.0,44.0,39.0,48.0,42.0,26.0,44.0,28.0,30.0,34.0,15.0,737.0
411900 PEROLA D'OESTE,8.0,10.0,6.0,9.0,5.0,7.0,4.0,1.0,3.0,2.0,,,1.0,,,,6.0,10.0,72.0
411910 PIEN,7.0,6.0,10.0,11.0,26.0,17.0,18.0,20.0,20.0,17.0,16.0,17.0,25.0,24.0,46.0,42.0,62.0,51.0,435.0
411915 PINHAIS,459.0,386.0,412.0,347.0,374.0,312.0,230.0,307.0,308.0,364.0,384.0,404.0,296.0,309.0,315.0,293.0,246.0,261.0,6007.0
411920 PINHALAO,4.0,10.0,14.0,23.0,23.0,26.0,25.0,15.0,27.0,15.0,17.0,29.0,11.0,12.0,9.0,6.0,12.0,6.0,284.0
411925 PINHAL DE SAO BENTO,6.0,3.0,3.0,3.0,5.0,6.0,4.0,1.0,2.0,2.0,5.0,6.0,1.0,1.0,1.0,1.0,5.0,,55.0
411930 PINHAO,78.0,39.0,52.0,55.0,42.0,47.0,25.0,14.0,19.0,17.0,24.0,22.0,17.0,27.0,20.0,26.0,40.0,18.0,582.0
411940 PIRAI DO SUL,44.0,43.0,55.0,23.0,35.0,39.0,8.0,19.0,19.0,37.0,23.0,17.0,33.0,34.0,28.0,45.0,54.0,51.0,607.0
411950 PIRAQUARA,428.0,335.0,434.0,469.0,327.0,189.0,251.0,226.0,232.0,258.0,270.0,202.0,176.0,152.0,179.0,172.0,141.0,88.0,4529.0
411960 PITANGA,67.0,63.0,81.0,76.0,72.0,92.0,17.0,26.0,24.0,45.0,50.0,50.0,30.0,43.0,56.0,117.0,123.0,96.0,1128.0
411965 PITANGUEIRAS,6.0,4.0,11.0,6.0,8.0,6.0,2.0,9.0,5.0,5.0,7.0,10.0,8.0,9.0,8.0,7.0,7.0,4.0,122.0
411970 PLANALTINA DO PARANA,7.0,3.0,10.0,14.0,22.0,18.0,10.0,17.0,8.0,19.0,23.0,27.0,25.0,14.0,8.0,14.0,4.0,4.0,247.0
411980 PLANALTO,7.0,14.0,15.0,32.0,8.0,7.0,10.0,6.0,7.0,8.0,1.0,2.0,2.0,2.0,4.0,6.0,20.0,9.0,160.0
411990 PONTA GROSSA,547.0,638.0,697.0,580.0,680.0,472.0,498.0,555.0,564.0,821.0,699.0,702.0,417.0,296.0,247.0,435.0,414.0,322.0,9584.0
411995 PONTAL DO PARANA,36.0,33.0,52.0,26.0,39.0,34.0,38.0,22.0,14.0,45.0,36.0,47.0,26.0,63.0,75.0,70.0,87.0,69.0,812.0
412000 PORECATU,63.0,42.0,54.0,32.0,58.0,42.0,23.0,23.0,37.0,35.0,34.0,24.0,20.0,34.0,30.0,24.0,29.0,20.0,624.0
412010 PORTO AMAZONAS,19.0,10.0,7.0,9.0,12.0,9.0,17.0,11.0,14.0,13.0,10.0,7.0,11.0,6.0,6.0,12.0,12.0,11.0,196.0
412015 PORTO BARREIRO,6.0,4.0,6.0,13.0,4.0,5.0,5.0,,2.0,1.0,3.0,,,1.0,,1.0,,,51.0
412020 PORTO RICO,12.0,8.0,10.0,12.0,17.0,8.0,15.0,6.0,12.0,14.0,5.0,9.0,3.0,4.0,,4.0,4.0,6.0,149.0
412030 PORTO VITORIA,11.0,3.0,2.0,1.0,,5.0,7.0,8.0,6.0,5.0,1.0,6.0,5.0,5.0,6.0,7.0,4.0,9.0,91.0
412033 PRADO FERREIRA,6.0,7.0,8.0,13.0,9.0,5.0,6.0,9.0,9.0,4.0,6.0,5.0,8.0,8.0,14.0,14.0,7.0,6.0,144.0
412035 PRANCHITA,4.0,3.0,4.0,9.0,5.0,5.0,12.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,,4.0,17.0,24.0,110.0
412040 PRESIDENTE CASTELO BRANCO,24.0,17.0,20.0,24.0,14.0,21.0,39.0,27.0,25.0,12.0,13.0,12.0,20.0,10.0,15.0,22.0,16.0,3.0,334.0
412050 PRIMEIRO DE MAIO,31.0,30.0,25.0,24.0,20.0,30.0,17.0,23.0,22.0,14.0,17.0,9.0,26.0,19.0,19.0,29.0,14.0,18.0,387.0
412060 PRUDENTOPOLIS,99.0,105.0,101.0,72.0,64.0,51.0,49.0,165.0,168.0,212.0,249.0,260.0,271.0,166.0,246.0,273.0,307.0,227.0,3085.0
412065 QUARTO CENTENARIO,8.0,6.0,22.0,23.0,9.0,7.0,12.0,8.0,5.0,10.0,4.0,20.0,15.0,8.0,17.0,12.0,7.0,6.0,199.0
412070 QUATIGUA,10.0,9.0,8.0,12.0,14.0,10.0,7.0,6.0,21.0,11.0,8.0,9.0,7.0,13.0,16.0,9.0,7.0,7.0,184.0
412080 QUATRO BARRAS,58.0,48.0,39.0,48.0,29.0,29.0,51.0,54.0,62.0,71.0,60.0,76.0,48.0,49.0,45.0,48.0,50.0,32.0,897.0
412085 QUATRO PONTES,20.0,12.0,18.0,9.0,6.0,3.0,1.0,3.0,1.0,3.0,4.0,1.0,,,,,2.0,1.0,84.0
412090 QUEDAS DO IGUACU,35.0,55.0,54.0,65.0,58.0,42.0,24.0,30.0,46.0,59.0,49.0,49.0,61.0,49.0,46.0,29.0,23.0,17.0,791.0
412100 QUERENCIA DO NORTE,37.0,22.0,35.0,40.0,32.0,29.0,37.0,27.0,47.0,36.0,24.0,22.0,32.0,29.0,23.0,23.0,23.0,14.0,532.0
412110 QUINTA DO SOL,1.0,7.0,4.0,5.0,6.0,6.0,9.0,13.0,8.0,10.0,4.0,11.0,7.0,7.0,4.0,6.0,5.0,2.0,115.0
412120 QUITANDINHA,26.0,31.0,25.0,26.0,36.0,31.0,32.0,19.0,18.0,28.0,21.0,21.0,6.0,22.0,23.0,22.0,41.0,26.0,454.0
412125 RAMILANDIA,18.0,5.0,10.0,16.0,17.0,11.0,7.0,3.0,4.0,12.0,1.0,16.0,9.0,3.0,11.0,10.0,10.0,7.0,170.0
412130 RANCHO ALEGRE,22.0,12.0,6.0,14.0,6.0,1.0,2.0,1.0,,1.0,1.0,,1.0,1.0,2.0,13.0,24.0,15.0,122.0
412135 RANCHO ALEGRE D'OESTE,,2.0,7.0,5.0,3.0,5.0,2.0,1.0,1.0,6.0,5.0,12.0,9.0,4.0,13.0,9.0,13.0,14.0,111.0
412140 REALEZA,30.0,26.0,26.0,29.0,23.0,21.0,26.0,25.0,25.0,23.0,10.0,19.0,15.0,3.0,18.0,20.0,32.0,14.0,385.0
412150 REBOUCAS,59.0,53.0,35.0,40.0,32.0,35.0,20.0,21.0,14.0,17.0,32.0,46.0,44.0,28.0,18.0,21.0,30.0,29.0,574.0
412160 RENASCENCA,8.0,16.0,18.0,18.0,8.0,7.0,9.0,4.0,9.0,4.0,1.0,4.0,2.0,3.0,6.0,4.0,9.0,12.0,142.0
412170 RESERVA,34.0,39.0,55.0,50.0,37.0,45.0,61.0,42.0,48.0,65.0,61.0,87.0,116.0,67.0,66.0,45.0,52.0,29.0,999.0
412175 RESERVA DO IGUACU,17.0,16.0,12.0,12.0,5.0,6.0,10.0,7.0,10.0,2.0,7.0,9.0,5.0,7.0,6.0,7.0,5.0,8.0,151.0
412180 RIBEIRAO CLARO,14.0,14.0,7.0,9.0,12.0,3.0,8.0,5.0,3.0,5.0,3.0,10.0,6.0,5.0,4.0,4.0,7.0,5.0,124.0
412190 RIBEIRAO DO PINHAL,35.0,24.0,30.0,31.0,35.0,23.0,40.0,32.0,25.0,13.0,34.0,47.0,47.0,45.0,32.0,27.0,25.0,14.0,559.0
412200 RIO AZUL,44.0,61.0,50.0,38.0,40.0,24.0,20.0,9.0,10.0,18.0,19.0,42.0,26.0,26.0,23.0,24.0,32.0,25.0,531.0
412210 RIO BOM,18.0,24.0,17.0,19.0,24.0,24.0,13.0,20.0,22.0,12.0,14.0,24.0,10.0,19.0,29.0,24.0,20.0,16.0,349.0
412215 RIO BONITO DO IGUACU,21.0,15.0,11.0,19.0,25.0,21.0,21.0,2.0,,10.0,12.0,3.0,12.0,6.0,6.0,6.0,12.0,6.0,208.0
412217 RIO BRANCO DO IVAI,15.0,15.0,11.0,8.0,9.0,7.0,12.0,11.0,12.0,8.0,7.0,11.0,6.0,6.0,3.0,7.0,7.0,7.0,162.0
412220 RIO BRANCO DO SUL,53.0,58.0,48.0,57.0,43.0,35.0,28.0,27.0,40.0,48.0,74.0,81.0,60.0,79.0,86.0,38.0,46.0,26.0,927.0
412230 RIO NEGRO,46.0,32.0,33.0,39.0,37.0,46.0,69.0,72.0,57.0,32.0,60.0,27.0,18.0,21.0,28.0,23.0,24.0,22.0,686.0
412240 ROLANDIA,370.0,273.0,288.0,240.0,198.0,162.0,133.0,109.0,117.0,180.0,142.0,182.0,170.0,157.0,216.0,216.0,168.0,90.0,3411.0
412250 RONCADOR,17.0,20.0,15.0,17.0,11.0,14.0,35.0,13.0,24.0,9.0,9.0,15.0,13.0,6.0,20.0,6.0,12.0,8.0,264.0
412260 RONDON,12.0,13.0,17.0,7.0,12.0,21.0,11.0,15.0,21.0,13.0,16.0,18.0,14.0,16.0,6.0,7.0,9.0,3.0,231.0
412265 ROSARIO DO IVAI,32.0,31.0,21.0,28.0,18.0,31.0,17.0,20.0,22.0,15.0,9.0,18.0,18.0,10.0,23.0,19.0,7.0,7.0,346.0
412270 SABAUDIA,26.0,18.0,26.0,21.0,14.0,16.0,13.0,24.0,25.0,26.0,26.0,28.0,13.0,29.0,21.0,22.0,18.0,9.0,375.0
412280 SALGADO FILHO,5.0,9.0,9.0,8.0,8.0,1.0,1.0,1.0,,,5.0,,2.0,,,1.0,1.0,2.0,53.0
412290 SALTO DO ITARARE,2.0,3.0,7.0,8.0,8.0,11.0,5.0,4.0,8.0,4.0,5.0,7.0,6.0,,3.0,2.0,1.0,2.0,86.0
412300 SALTO DO LONTRA,25.0,13.0,24.0,25.0,8.0,16.0,8.0,15.0,15.0,12.0,3.0,10.0,9.0,7.0,15.0,4.0,18.0,21.0,248.0
412310 SANTA AMELIA,4.0,8.0,9.0,16.0,7.0,5.0,5.0,6.0,1.0,,5.0,9.0,3.0,2.0,6.0,4.0,8.0,3.0,101.0
412320 SANTA CECILIA DO PAVAO,14.0,12.0,9.0,8.0,10.0,2.0,2.0,5.0,6.0,2.0,3.0,5.0,5.0,1.0,5.0,14.0,7.0,3.0,113.0
412330 SANTA CRUZ DE MONTE CASTELO,19.0,27.0,24.0,33.0,22.0,12.0,17.0,26.0,19.0,16.0,17.0,12.0,15.0,9.0,20.0,10.0,14.0,11.0,323.0
412340 SANTA FE,26.0,36.0,39.0,21.0,26.0,23.0,39.0,31.0,44.0,36.0,38.0,60.0,49.0,57.0,61.0,46.0,81.0,53.0,766.0
412350 SANTA HELENA,36.0,36.0,41.0,42.0,20.0,24.0,30.0,23.0,17.0,47.0,33.0,37.0,43.0,23.0,19.0,11.0,16.0,26.0,524.0
412360 SANTA INES,8.0,5.0,4.0,7.0,8.0,7.0,13.0,10.0,2.0,7.0,9.0,3.0,12.0,17.0,12.0,14.0,12.0,15.0,165.0
412370 SANTA ISABEL DO IVAI,39.0,42.0,44.0,42.0,40.0,42.0,42.0,31.0,25.0,37.0,31.0,35.0,27.0,27.0,21.0,13.0,14.0,9.0,561.0
412380 SANTA IZABEL DO OESTE,7.0,6.0,16.0,19.0,10.0,20.0,7.0,11.0,16.0,11.0,14.0,18.0,17.0,22.0,29.0,21.0,36.0,15.0,295.0
412382 SANTA LUCIA,9.0,8.0,7.0,7.0,3.0,1.0,1.0,1.0,2.0,6.0,2.0,5.0,4.0,3.0,4.0,8.0,2.0,1.0,74.0
412385 SANTA MARIA DO OESTE,32.0,33.0,36.0,37.0,22.0,26.0,34.0,21.0,31.0,23.0,21.0,25.0,19.0,13.0,9.0,35.0,27.0,15.0,459.0
412390 SANTA MARIANA,41.0,37.0,21.0,40.0,35.0,27.0,24.0,19.0,16.0,15.0,23.0,20.0,11.0,25.0,35.0,37.0,32.0,18.0,476.0
412395 SANTA MONICA,9.0,6.0,12.0,9.0,10.0,13.0,15.0,15.0,11.0,15.0,14.0,7.0,5.0,5.0,3.0,5.0,4.0,1.0,159.0
412400 SANTANA DO ITARARE,4.0,7.0,11.0,6.0,8.0,6.0,1.0,12.0,10.0,5.0,5.0,8.0,2.0,5.0,2.0,2.0,,4.0,98.0
412402 SANTA TEREZA DO OESTE,22.0,19.0,28.0,24.0,18.0,5.0,6.0,11.0,13.0,4.0,2.0,3.0,6.0,6.0,6.0,20.0,22.0,13.0,228.0
412405 SANTA TEREZINHA DE ITAIPU,97.0,137.0,132.0,115.0,117.0,74.0,21.0,20.0,42.0,26.0,77.0,90.0,36.0,31.0,64.0,47.0,56.0,37.0,1219.0
412410 SANTO ANTONIO DA PLATINA,67.0,36.0,59.0,54.0,59.0,52.0,56.0,56.0,62.0,70.0,86.0,94.0,32.0,26.0,15.0,25.0,35.0,54.0,938.0
412420 SANTO ANTONIO DO CAIUA,4.0,4.0,9.0,12.0,18.0,2.0,10.0,5.0,11.0,10.0,8.0,8.0,4.0,5.0,7.0,3.0,1.0,3.0,124.0
412430 SANTO ANTONIO DO PARAISO,3.0,1.0,1.0,,3.0,2.0,3.0,1.0,,,,,,,1.0,4.0,3.0,,22.0
412440 SANTO ANTONIO DO SUDOESTE,12.0,14.0,8.0,18.0,18.0,14.0,25.0,16.0,11.0,25.0,27.0,25.0,18.0,14.0,14.0,18.0,24.0,14.0,315.0
412450 SANTO INACIO,16.0,2.0,2.0,10.0,9.0,1.0,3.0,1.0,2.0,5.0,5.0,10.0,23.0,48.0,34.0,61.0,44.0,41.0,317.0
412460 SAO CARLOS DO IVAI,22.0,13.0,16.0,16.0,22.0,18.0,8.0,21.0,18.0,17.0,22.0,25.0,20.0,25.0,19.0,12.0,15.0,10.0,319.0
412470 SAO JERONIMO DA SERRA,23.0,16.0,19.0,18.0,12.0,14.0,12.0,11.0,12.0,16.0,18.0,14.0,5.0,18.0,6.0,11.0,12.0,11.0,248.0
412480 SAO JOAO,25.0,22.0,40.0,57.0,25.0,24.0,17.0,9.0,12.0,14.0,7.0,8.0,,7.0,2.0,7.0,12.0,5.0,293.0
412490 SAO JOAO DO CAIUA,21.0,13.0,24.0,14.0,18.0,24.0,23.0,25.0,22.0,19.0,16.0,26.0,16.0,17.0,13.0,13.0,20.0,11.0,335.0
412500 SAO JOAO DO IVAI,36.0,33.0,40.0,35.0,36.0,42.0,37.0,50.0,36.0,35.0,40.0,37.0,39.0,33.0,25.0,39.0,30.0,28.0,651.0
412510 SAO JOAO DO TRIUNFO,12.0,16.0,21.0,13.0,8.0,9.0,6.0,11.0,4.0,9.0,9.0,9.0,17.0,7.0,15.0,20.0,12.0,15.0,213.0
412520 SAO JORGE D'OESTE,9.0,25.0,9.0,28.0,5.0,3.0,6.0,4.0,8.0,17.0,21.0,12.0,8.0,13.0,9.0,9.0,27.0,15.0,228.0
412530 SAO JORGE DO IVAI,14.0,10.0,16.0,11.0,8.0,19.0,5.0,11.0,9.0,3.0,2.0,5.0,9.0,17.0,12.0,6.0,2.0,2.0,161.0
412535 SAO JORGE DO PATROCINIO,24.0,16.0,6.0,11.0,10.0,9.0,8.0,3.0,3.0,10.0,7.0,12.0,13.0,16.0,7.0,18.0,13.0,7.0,193.0
412540 SAO JOSE DA BOA VISTA,17.0,11.0,26.0,25.0,14.0,15.0,7.0,12.0,17.0,22.0,11.0,10.0,8.0,14.0,10.0,13.0,10.0,11.0,253.0
412545 SAO JOSE DAS PALMEIRAS,24.0,16.0,17.0,13.0,5.0,12.0,11.0,14.0,6.0,13.0,10.0,12.0,3.0,5.0,5.0,14.0,6.0,1.0,187.0
412550 SAO JOSE DOS PINHAIS,636.0,553.0,561.0,591.0,468.0,367.0,370.0,328.0,357.0,330.0,292.0,320.0,276.0,333.0,296.0,284.0,281.0,194.0,6837.0
412555 SAO MANOEL DO PARANA,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,8.0,29.0
412560 SAO MATEUS DO SUL,51.0,31.0,25.0,44.0,44.0,34.0,37.0,71.0,48.0,77.0,58.0,64.0,55.0,56.0,68.0,65.0,71.0,48.0,947.0
412570 SAO MIGUEL DO IGUACU,66.0,94.0,66.0,57.0,70.0,55.0,15.0,23.0,17.0,20.0,24.0,37.0,31.0,30.0,34.0,33.0,36.0,23.0,731.0
